alpha=a/M,r_ph/M,r_ISCO/M,b_shadow/M,ell/M
0.2531357611792394,1.7450617325690791,3.3426024441609425,3.587384584138075,0.09005654002811582
0.25410504149634583,1.738176759709789,3.3293384013581844,3.578943670595326,0.09057428713598936
0.25507432181345224,1.7312497729850453,3.316017548314825,3.570461916188492,0.09109302265767853
0.25604360213055866,1.7242797775900782,3.3026387787618603,3.5619385278938456,0.09161274471340691
0.25701288244766507,1.7172657386806374,3.289200950458106,3.553372685529276,0.09213345143408237
0.2579821627647715,1.7102065790779304,3.2757028835342035,3.544763540397607,0.09265514096119626
0.25895144308187784,1.7031011768014908,3.262143358737396,3.536110213839774,0.09317781144672396
0.25992072339898425,1.6959483624140717,3.248521115569654,3.5274117956903295,0.0937014610530267
0.26089000371609067,1.6887469161605972,3.234834850311227,3.5186673426269865,0.09422608795275447
0.2618592840331971,1.681495564881445,3.221083213920707,3.509875876405006,0.09475169032875062
0.2628285643503035,1.6741929786778043,3.2072648098023135,3.5010363819663213,0.0952782663739572
0.2637978446674099,1.6668377673043937,3.193378191429683,3.4921478054121944,0.09580581429132193
0.26476712498451627,1.6594284762617622,3.17942185981498,3.4832090518269707,0.09633433229370611
0.2657364053016227,1.6519635825569887,3.165394260810776,3.474218982939118,0.09686381860379394
0.2667056856187291,1.6444414900977622,3.1512937822308675,3.4651764146042057,0.09739427145400266
0.2676749659358355,1.6368605246802939,3.1371187507752043,3.456080114092678,0.09792568908639421
0.2686442462529419,1.6292189285264094,3.1228674287421567,3.4469287971632987,0.09845806975258775
0.26961352657004833,1.6215148543192623,3.1085380105100193,3.437721124900819,0.09899141171367343
0.2705828068871547,1.6137463586801974,3.0941286187675887,3.428455700293872,0.09952571324012709
0.2715520872042611,1.6059113950214379,3.079637300471632,3.419131064526009,0.10006097261172632
0.2725213675213675,1.5980078056999796,3.0650620225066247,3.4097456929494863,0.10059718811746718
0.27349064783847393,1.5900333133873084,3.050400667019585,3.4002979907073203,0.10113435805548224
0.27445992815558035,1.5819855115569827,3.035651026399671,3.390786287964697,0.10167248073295956
0.27542920847268676,1.5738618539772593,3.0208107978691547,3.3812088347054283,0.1022115544660627
0.2763984887897931,1.5656596430785708,3.0058775776479743,3.3715637950431034,0.10275157757985155
0.27736776910689953,1.5573760170448994,2.9908488546505567,3.3618492409893364,0.10329254840820452
0.27833704942400594,1.5490079354537387,2.975722003667811,3.352063145613254,0.10383446529374117
